Country Name,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63
Africa Eastern and Southern,0.6583534885390717,-3.088186894627869,1.3429158839149269,0.11999698254597485,-0.6458129554655652,-0.48755322801888257,-0.15902968151667643,-0.16213935742572533,0.22774659609212902,-0.09229579389118284,-0.34645403921931445,0.2465444087899639,-0.24185033371423273,0.05621043379503566,0.7686046961938308,0.34411209017751376,-0.22817463108335176,-0.1949120160305168,-0.12505187021392036,0.06932836054511649,0.02974883874446891,0.1629034774948803,-0.036984326133392906,0.11941554708230827,-0.10482945543450597,-0.005100618436638271,-0.11930138279610357,0.1219546566336696,0.11653193786483072,0.08631558815435075,0.001144305387167851,0.1043640519918785,0.04320327928161809,-0.006953953655727585,-0.04674009426925444,-0.01868249753505254,-0.04161169341152223,-0.05829900416384239,-0.013049043696466657,-0.05680998110961591,-0.01805502724521208,0.04206766625205242,0.02414459550915257,-0.02658210775764803,-0.023515204927116652,0.004770890458086081,0.0073836325376633385,-0.0027533257619055313,0.006789516654219588,-0.0008181784386939049,0.0024833647093559087,-0.0026934425612836466,0.0034149021663089194,-0.007601870596465537,0.0012822042177235036,-0.003993423921684252,0.0014356590252385959,0.0009712322645714631,0.000791848959220197,-0.0012748657217299842,0.00023016234693245454,0.0007115443285018409,0.0009170880358253572
Albania,-0.6085585116760999,-0.8819450023221039,-2.1761784845734495,-0.3383072098164879,0.8100798565412788,0.20878789192611108,0.3546896089337631,-0.09802725302182806,0.011832839428615982,-0.16867432863664134,0.456476191423315,0.48103525613632103,-0.2035146310481455,0.16707988477664082,0.21707187479623483,0.5102410771792368,-0.25517061518218637,-0.17789854765866364,0.023394758645420358,-0.04624895632085834,-0.33535188148569217,-0.17557449553853038,0.033449941435435705,0.13993621500462597,0.05605137725558891,-0.1418064218112212,-0.06756345924674774,-0.1401856253207132,0.13366924150638945,-0.034502634333758025,-0.0008188033473080111,-0.050353136281592104,0.08740576242722778,0.10838579971107937,0.07718246828102834,0.03440404313301577,0.05320849835804855,0.016348490534524092,-0.0212349087192049,0.07956243950231265,-0.04732080642912616,0.021811573059821576,-0.00028105254897897665,-0.07046857985863123,-0.007086670511432211,0.00763284580545109,-0.04910811490309332,0.0049579167092042905,-0.0035398179196018597,-0.000699458102055098,-0.001117616105641303,-0.0001541449279220078,0.0001242870101351227,0.00038158437926533227,-0.0004947985724682571,0.0001514760686679152,0.0004469321259384666,-0.00023832420410716107,0.0001578085062944473,-4.237553088500975e-05,-0.0004341199417793168,-6.066855863962767e-05,-0.00015242800533388058
Algeria,0.3863586067975761,-2.2727563512900106,-1.1564790449730105,-0.9401087899533809,0.25892011690260597,-0.5402575341440184,0.8669987160482675,-0.8807058845082282,-0.28484933798201967,0.8600979360123668,0.11615296482267125,0.11693700970831172,-0.39035192861886475,0.08229372628205826,0.17859551727267686,-0.08349553300822643,-0.02085321454136701,-0.3865298659766581,-0.0052401314132939905,0.20353420684092707,0.007642063086311673,0.07669200339930606,-0.08198430108539229,0.45098148505814906,0.1315021095879891,0.3372265923581226,-0.384843707965029,0.12784791353922864,-0.04916549223362337,-0.11391259709804838,0.019802391288647067,-0.03483900148727059,-0.07163723236588554,-0.07343626319080962,-0.027658320899769127,-0.08663232350981741,-0.04842722017261724,0.09313947021501073,0.016443816966050823,-0.026075306399622977,0.004653154668890213,0.03772263289674792,0.030982571548586274,-0.0712391139209556,-0.03007935301078085,-0.004541971790533734,0.016366239897605567,-0.0073633321611459275,0.0022270934011629885,0.001465708416719016,0.00040664009007579805,0.0003421988645491805,0.0010726254337519215,0.0004330652986569716,0.0012367966483522162,0.0004619484529236607,-0.0010220831040006477,-1.8408082286797402e-05,0.0002113881749185917,0.0002795192989853434,0.0008915607258399324,0.00023544330407342343,-7.83258846808844e-05
Arab World,-0.5153321823067032,0.09562459439088505,-0.8660624642527835,-0.4257317631245812,-0.264836186247347,-0.38518543918802534,-0.3385698911957732,-0.026866799028474858,-0.2187554272747319,0.034246192721425955,0.16777308907588362,-0.1113122154386025,-0.10128015765400426,0.045299932959826865,-0.08560307775307102,-0.04585151990632368,-0.18925841494973983,0.22013682313018956,0.0010905275400879646,-0.18885051501723832,0.07902605778804996,-0.08547766299930398,0.09621007043447781,0.2240489917762579,0.07344278845761704,0.07808558972868514,-0.04009532029163873,0.15178098766881457,0.07411466756785044,-0.051463830541026274,0.06623135361321644,0.012952111282913972,-0.10153511341082494,-0.006350760816634424,0.03609051375239683,0.03609510400478682,-0.042060833462279304,0.019401958442406154,0.007363680700022766,0.03377807630327027,0.02298955803751312,0.004638062096786782,0.018896124498403433,0.009320678914238217,-0.011757205840491218,-0.007780426007061024,-0.031900021796861175,-0.021011034978974833,-0.0013466365092126135,0.004717134789080342,-0.006085217824323617,0.006469739400602709,-0.006566040020907495,-0.010390686567862687,-0.0018072396279192695,0.0034557717934271186,-0.005574972965733989,0.003365066913585763,-0.0003172680106835527,0.00010035272488120358,-0.0009391686636338617,-0.0010897173452735574,0.0003866001250324455
Armenia,-0.5566225507697546,-1.3404813191719627,-1.0997972717383717,-0.2968973416834078,0.10504364608579675,-0.30427835383037743,-0.6211885602412326,0.623206945398609,-0.6365406935151174,0.5726488607826825,1.2897338199059523,1.165980717592521,0.09420464659357242,0.40482861838954015,-0.8214194064069976,0.22707334724706194,0.5584683824045769,0.4797488605128681,0.2618458021517672,0.3982816741014305,0.2850147576926827,-0.3989715250634576,-0.3758826654591083,0.20602366117670567,0.3367582554326122,0.11361094260024725,0.5957955236183298,-0.11814881241651419,0.22199888676254106,0.17393031942287518,-0.11631325311862745,-0.16684733334010246,0.003511356040178509,0.167426726165856,0.09421382073940984,-0.06247241245046289,0.08205954372597661,0.016136730738499427,-0.009551771413863038,0.03213599036277949,-0.03600595171526294,-0.004087860529139492,0.045881675850666694,-0.06054749138537742,-0.020631409358399747,0.007858115787166707,-0.02460995091691765,0.0009179142082481284,-0.0038818435709986887,0.004918596874515389,0.001301742893578061,0.0009100335787424474,0.0019723638324113803,-0.0010288031684763997,0.0008276838926608474,-0.000150438813089845,-0.0007141650239671048,0.0003227090112938006,0.000736038805176655,-0.0001225685912478683,-0.0003821785657957528,-0.0001280263759399756,-3.837580367147026e-05
Australia,1.6657518992802107,-2.3777893428639185,-2.8772533564775538,-0.1597169908817083,0.6950558252144277,0.2061176808147478,0.2158654431651709,-0.25354986517859074,-0.022128316353600744,0.035357632652965154,0.25364967932878285,0.2613887880135763,0.06176759156448158,-0.009908119855610185,-0.09986371688882197,-0.10389454574311098,0.06407372514529845,0.06726740302294883,0.03471628526892557,0.197690113877156,0.0037891210978763,-0.0626939400816263,0.051562959109994776,-0.15087112585683257,0.034714173440753185,-0.14934381711980743,-0.027247161534588848,0.040903389968017345,0.06096206428138364,0.08466361763484216,0.02001237634557017,0.04687995510996149,-0.05093220998147733,-0.04549740989671351,0.0478684105709034,0.08264649530602046,0.015850728942132093,0.03402037391785152,0.011405513655234404,0.029909014039755866,-0.004422075808105067,0.002356416257587977,-0.01844331915766706,-0.006005353629583475,0.024430888470239706,0.0063027544444749315,0.0015360306273104892,-0.020986669339020932,0.011574750800769343,0.002943267154733464,-0.005135732403581934,-0.008265462524624128,-0.0009366671991999025,-0.0037845230077890655,0.004674100322703527,-0.005735418356606471,0.002961882669203647,0.004153480746411819,-0.00018991681563901582,0.002787102616056513,0.0004896576415061967,0.0013363875587329706,-0.0004658368298247466
Austria,-1.985964076033627,0.9247639180151155,-1.962518646413913,-0.552351715880756,0.8335508569022605,0.3130191232671299,0.3566292835880774,-0.10961351997640124,-0.12017262787003472,0.13670707878315186,-0.0529996869884138,0.2215788136301639,0.09011697593306549,-0.09477144998538999,-0.14597926209234463,-0.12000009591391686,0.11638584812682734,-0.10727987339198787,0.010370476703821773,-0.0054738183616375065,-0.15869945797643115,-0.026222945996889374,-0.035251409847369346,-0.059626175960364305,-0.10044713190433203,-0.054453714743361865,0.03926953622039693,-0.029231774315180644,-0.003509782538200634,-0.003087543982676551,0.01699692960981259,-0.027723464018288305,0.0531908831765546,0.04511915749152618,0.007650478682170078,0.0464855361524284,0.03922901495916352,-0.0643817541691101,0.00012482717285147344,9.92173836796087e-05,-0.01749517773262533,0.0011721605551334403,0.018439698813306687,0.004341191697835027,0.0014051605282706134,-0.0036148268598471056,-0.0001792919462065656,-0.0008067964250306458,0.001548046839188111,-0.0006493440590158706,-0.0003130018341030589,-9.485232707502801e-05,-0.0009353519872883821,-0.0004110698781371296,0.00022266476333533076,-0.00029971137702783943,-0.0007486413502564911,-0.0005722995674545909,-0.000688190376196315,2.682619061426735e-05,0.00016514005218987962,-0.0001568682045525437,-6.90116243938534e-05
Azerbaijan,-1.4052526965371648,-1.4740962134247826,1.559932723053048,-0.7430845664665052,-3.273696818159919,-1.105031857841013,1.1852601169317702,1.5020278438377275,-1.3424075544170755,-1.6732086416960008,-1.296067574746973,-1.2084432731123922,-0.1396757531133162,0.7016214170358064,0.8118525698057879,0.3391867967379067,0.6353482493779576,-0.23933446493269017,-0.12306619047421993,-0.12114809173098993,0.27617822389782676,-0.1698505794613595,0.374648629048441,0.44860603686299977,-0.2514237386108685,-0.04923515356599797,0.15831391575119022,-0.4034207064600626,0.3028076767101619,0.15058410191501828,-0.04666393589797364,-0.37847153810269446,0.06921082223357876,0.06372232727860268,-0.08930051442766195,0.057928192684943244,-0.0846434461672746,0.053594414678321406,0.018999148638867654,-0.007333050090047474,-0.015595004587126994,-0.07461105143755645,-0.028328781631056923,-0.018866814179240323,0.03636869094542591,0.011905539355041225,0.010382593531944139,0.002790441828224683,-0.0026083664973892465,0.00013244620493684244,-0.0010638570021654413,-0.0020029365394066763,-0.0010484489256948166,-0.00035111426114394005,-0.000528317259861052,-0.00043460711935860036,-0.0006133091812220874,-0.000393752114499144,-0.00010144484784438499,2.3742827984612754e-05,0.0005234564572412757,0.0001350133059206555,9.789953276552743e-06
"Bahamas, The",-0.9354645534013172,-0.37657608943381254,-2.5249524069422935,-0.4315020465659086,0.6158047189787832,0.18281965494292743,0.1554925165233245,-0.45446893876557465,0.03024174835013986,0.15786654485630022,0.3448570891206217,-0.18083234491102818,0.25350379707392895,-0.05344210546801937,0.010704038048916856,0.13995842355373692,-0.2850929387879065,-0.04888333846129885,0.3294119195979333,0.16729850128606008,-0.03150452906313795,0.31116875019872037,-0.23476505750229976,-0.17037502429592044,-0.22729505673645325,0.04581526249295127,-0.096885949959181,-0.0455559707750727,-0.10448515640230166,-0.07195706972932703,0.04391809080879238,0.00798179556000266,-0.010005928174414105,0.045056724173923354,-0.004651226833378434,-0.06963218503980179,0.026239157702636223,0.06853273399249431,-0.005290819166129341,0.06781230362968531,-0.007302072603180468,0.04507320969667106,-0.098745941974842,-0.0485668575796538,-0.006637879956701746,-0.003412507584028757,0.009260264543324384,0.003728720613052513,-0.0008542229272915657,-0.0009620123849735774,-5.611907743278681e-05,0.00010691286084602167,-0.00033356157882595414,-0.00041706637210245855,-0.0002679545234404831,-0.00010231261792058447,-0.00015073741917845038,-0.00016852769109565582,-0.0006447344068798522,-9.862470509036196e-05,-3.1559289173727214e-05,6.274914095269055e-05,7.664392675817358e-05
Bahrain,-5.039571999615212,3.5915377017075785,-0.6627702939499194,-0.8652343703961947,-0.01309679635340607,0.29110776546826744,0.5165420251177941,-0.2194779315580232,0.11828225375668214,0.4881809197397157,0.2649860496783441,0.3418805117244135,0.11031233648703817,-0.2720241021440487,0.3940643803897284,-0.6232069103018141,-0.19353452091372642,-0.24464669072331569,-0.4538930266178789,0.03706596438259954,-0.2264906378413273,0.18537153119965244,0.17085321842216336,-0.04364248555567132,0.10362033132466515,0.740078625036966,0.5976761385777468,-0.2172659933415919,-0.3797795301705804,0.2695719511731101,-0.04461474963174122,0.23766635502370884,-0.0008969506434138355,0.18900783059972384,-0.17442232268176877,0.16188890455511723,-0.059694769877481575,0.2243506412293216,-0.0007289358275678363,0.05947330972652898,0.09341009030928817,0.026008415447741663,-0.11707708200550213,-0.01317211081558526,-0.018881613977759535,0.00451217983238816,-0.0011448847484499764,-0.005043037897381922,-0.0047818502587060364,0.004909922507375001,-0.0020236567109242487,0.0010295896900613605,-0.000747295303906423,0.0008212766106318207,0.00033671444625944075,-0.0005066773556913832,0.0006529864386290952,-2.0572853844509835e-05,0.0002032924217233335,-0.0003104829952729121,-4.6527113012335855e-05,0.0002705662964410639,8.883449208303336e-06
